MSOA21CD,RUC21CD,RUC21NM,Rural Urban flag,RUC21 settlement class,Proportion of population in settlement class (%),RUC21 relative access,Proportion of population in relative access category (%)
E02005884,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,76.2
E02005885,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005886,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005887,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005888,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005889,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005890,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005891,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,79.1
E02005892,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005893,UF1,Urban: Further from a major town or city,Urban,Urban,98.5,Further from a major town or city,98.5
E02005894,UF1,Urban: Further from a major town or city,Urban,Urban,52.1,Further from a major town or city,100
E02005895,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,76.9,Further from a major town or city,73.3
E02005896,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,35.7,Nearer to a major town or city,100
E02005897,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,57,Further from a major town or city,59.3
E02005898,UF1,Urban: Further from a major town or city,Urban,Urban,62.2,Further from a major town or city,62.2
E02005899,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005900,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,81.8,Further from a major town or city,100
E02005901,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005902,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005903,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005904,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,37.9,Further from a major town or city,62.8
E02005905,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,76.9,Nearer to a major town or city,87.5
E02005906,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,64.2,Further from a major town or city,100
E02005907,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005908,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,77,Nearer to a major town or city,90.9
E02005909,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005910,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005911,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.5,Nearer to a major town or city,100
E02005912,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005913,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005914,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,89.5,Nearer to a major town or city,100
E02005915,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,66.7,Nearer to a major town or city,73.2
E02005916,UN1,Urban: Nearer to a major town or city,Urban,Urban,97.6,Nearer to a major town or city,100
E02005917,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,54.4,Nearer to a major town or city,100
E02005918,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,100,Nearer to a major town or city,100
E02005919,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,52.4,Nearer to a major town or city,100
E02005920,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,68.6,Nearer to a major town or city,98.2
E02005921,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,77.7,Further from a major town or city,100
E02005922,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005923,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005924,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005925,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005926,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005927,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005928,UF1,Urban: Further from a major town or city,Urban,Urban,42.8,Further from a major town or city,100
E02005929,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,60.7,Further from a major town or city,100
E02005930,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,59.6,Further from a major town or city,100
E02005931,UN1,Urban: Nearer to a major town or city,Urban,Urban,61.6,Nearer to a major town or city,65.9
E02005932,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005933,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005934,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005935,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005936,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,72.3,Nearer to a major town or city,100
E02005937,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005938,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005939,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,47.6,Nearer to a major town or city,100
E02005940,UN1,Urban: Nearer to a major town or city,Urban,Urban,78.4,Nearer to a major town or city,100
E02005941,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005942,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005943,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005944,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005945,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005946,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005947,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005948,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005949,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005950,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005951,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005953,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005954,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005955,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005956,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005957,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005958,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005959,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,73.9,Nearer to a major town or city,100
E02005960,UN1,Urban: Nearer to a major town or city,Urban,Urban,95.9,Nearer to a major town or city,100
E02005961,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,53.4,Nearer to a major town or city,100
E02005962,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,60.3,Nearer to a major town or city,100
E02005963,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,50.5,Nearer to a major town or city,100
E02005964,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,51,Nearer to a major town or city,100
E02005965,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,55.8,Nearer to a major town or city,89.4
E02005966,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005967,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005968,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,71.6,Nearer to a major town or city,80.4
E02005969,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,77.6,Nearer to a major town or city,87.2
E02005970,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005971,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005972,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,43.8,Nearer to a major town or city,77.4
E02005973,UN1,Urban: Nearer to a major town or city,Urban,Urban,98,Nearer to a major town or city,100
E02005974,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005975,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,50,Nearer to a major town or city,100
E02005976,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,82.5,Nearer to a major town or city,100
E02005977,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,59.4,Nearer to a major town or city,100
E02005978,UN1,Urban: Nearer to a major town or city,Urban,Urban,74.5,Nearer to a major town or city,100
E02005979,UN1,Urban: Nearer to a major town or city,Urban,Urban,94.5,Nearer to a major town or city,100
E02005980,UN1,Urban: Nearer to a major town or city,Urban,Urban,56.3,Nearer to a major town or city,100
E02005981,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005982,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005983,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005984,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,70.1,Nearer to a major town or city,90.1
E02005985,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005986,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,96.6,Nearer to a major town or city,100
E02005987,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,58.2,Nearer to a major town or city,96.6
E02005988,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005991,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005992,UN1,Urban: Nearer to a major town or city,Urban,Urban,58.8,Nearer to a major town or city,68.1
E02005993,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,88.5,Further from a major town or city,100
E02005994,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,75.3,Further from a major town or city,100
E02005995,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,65.4,Further from a major town or city,100
E02005996,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,50.9,Nearer to a major town or city,70.6
E02005997,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,71.3,Further from a major town or city,100
E02005998,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,55.5,Nearer to a major town or city,100
E02005999,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,47.7,Further from a major town or city,100
E02006000,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02006001,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02006002,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02006003,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,63.5,Nearer to a major town or city,88.4
E02006004,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,47.6,Further from a major town or city,94.2
E02006005,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02006006,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02006007,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,53,Further from a major town or city,100
E02006008,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,85.8,Nearer to a major town or city,100
E02006009,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,51.1,Nearer to a major town or city,100
E02006010,UN1,Urban: Nearer to a major town or city,Urban,Urban,56.6,Nearer to a major town or city,100
