lsoacode,dwe_p45pc,dwe_p16pc,dwe_modbp,dwe_mo20bp,dwe_medbp,dwe_mdargb
E01026184,0.9556,0.1891,E,E,E,"rgb(82,197,113)"
E01026185,0.7678,0.1484,L,L,G,"rgb(135,143,66)"
E01026188,0.8168,0.0027,K,K,I,"rgb(155,155,51)"
E01026190,0.7685,0.183,L,X,H,"rgb(170,133,70)"
E01026237,0.8757,0.0039,G,G,G,"rgb(128,235,31)"
E01026238,0.9372,0.1115,H,H,H,"rgb(195,166,16)"
E01026191,0.7852,0.1143,J,X,H,"rgb(170,127,64)"
E01026205,0.8452,0.0787,G,G,G,"rgb(149,179,59)"
E01026211,0.7163,0.0626,A,X,G,"rgb(138,135,92)"
E01026212,0.869,0.0042,J,J,H,"rgb(200,164,38)"
E01026213,0.7839,0.0036,G,G,G,"rgb(136,176,82)"
E01026192,0.5923,0.0562,A,A,F,"rgb(120,111,120)"
E01026194,0.8815,0.1086,K,K,J,"rgb(199,125,45)"
E01026195,0.7054,0.0159,A,A,H,"rgb(144,128,84)"
E01026196,0.5628,0.0056,A,A,F,"rgb(108,124,127)"
E01026180,0.6652,0.0227,A,A,E,"rgb(112,136,126)"
E01026183,0.6648,0.0343,A,X,F,"rgb(117,141,110)"
E01026210,0.5853,0.0304,A,A,F,"rgb(118,122,125)"
E01026224,0.8263,0.0037,E,E,F,"rgb(100,187,106)"
E01026179,0.7348,0.0076,G,G,G,"rgb(139,155,78)"
E01026197,0.7394,0.0076,H,H,H,"rgb(195,171,69)"
E01026198,0.7331,0,F,F,E,"rgb(23,226,122)"
E01026223,0.8685,0.0032,J,J,H,"rgb(186,179,43)"
E01026209,0.781,0.0139,G,G,G,"rgb(155,193,65)"
E01026221,0.5426,0.0126,A,A,E,"rgb(93,111,142)"
E01026222,0.8289,0.0877,J,J,J,"rgb(196,122,45)"
E01026227,0.4368,0.0597,A,A,B,"rgb(90,67,143)"
E01026230,0.8488,0.2316,E,E,H,"rgb(154,152,85)"
E01026231,0.8652,0.0352,I,I,J,"rgb(219,122,34)"
E01026232,0.8175,0.0027,A,X,H,"rgb(152,157,51)"
E01026235,0.5683,0.0258,A,A,E,"rgb(80,114,140)"
E01026228,0.7545,0.1041,J,J,J,"rgb(191,107,62)"
E01026229,0.9596,0.1226,L,L,J,"rgb(243,125,10)"
E01026233,0.8675,0.0013,K,K,I,"rgb(201,150,41)"
E01026234,0.9632,0.0376,K,K,K,"rgb(242,72,9)"
E01026236,0.6906,0.0051,D,D,H,"rgb(155,170,82)"
E01026200,0.743,0.1308,J,J,J,"rgb(179,115,72)"
E01026201,0.6619,0.0142,A,X,G,"rgb(129,139,100)"
E01026202,0.7416,0.0626,K,X,H,"rgb(159,130,75)"
E01026207,0.6285,0.0035,A,A,F,"rgb(112,135,121)"
E01026208,0.7848,0.0076,J,J,J,"rgb(177,122,63)"
E01026220,0.8704,0.0211,G,G,H,"rgb(188,200,40)"
E01032988,0.9719,0.0639,L,L,K,"rgb(195,102,34)"
E01032989,0.9552,0.2359,L,L,L,"rgb(243,33,11)"
E01032993,0.9521,0.1392,L,L,K,"rgb(240,113,12)"
E01026214,0.9582,0,F,F,F,"rgb(54,246,11)"
E01026215,0.9342,0,F,F,F,"rgb(31,247,20)"
E01026218,0.7927,0.0086,F,F,G,"rgb(133,191,59)"
E01026219,0.8854,0.0037,G,G,G,"rgb(110,227,29)"
E01032991,0.8373,0.1914,L,L,H,"rgb(155,123,41)"
E01032992,0.8656,0.062,F,X,G,"rgb(163,150,34)"
E01026242,0.7797,0.1726,L,L,H,"rgb(173,148,70)"
E01026243,0.6393,0.023,E,X,E,"rgb(111,160,123)"
E01026244,0.6333,0.0233,I,X,G,"rgb(129,154,115)"
E01026247,0.7123,0.0161,H,H,G,"rgb(139,174,86)"
E01026276,0.6338,0.03,A,X,G,"rgb(137,163,107)"
E01026246,0.4846,0.0149,U,U,I,"rgb(156,169,146)"
E01026248,0.4048,0.0526,U,U,K,"rgb(162,169,165)"
E01026257,0.8047,0.0029,K,X,I,"rgb(199,151,55)"
E01026250,0.6011,0.0481,A,X,I,"rgb(155,114,105)"
E01026251,0.84,0.0366,I,I,I,"rgb(186,175,47)"
E01026252,0.7123,0.0276,J,J,H,"rgb(153,175,93)"
E01026253,0.7946,0.0995,I,X,I,"rgb(177,163,71)"
E01026281,0.7858,0.0857,J,X,H,"rgb(168,151,64)"
E01026282,0.7395,0.0658,E,X,G,"rgb(127,171,97)"
E01026283,0.6706,0.0066,H,X,G,"rgb(152,165,89)"
E01026285,0.6445,0.0201,J,X,H,"rgb(180,173,96)"
E01026286,0.6136,0.0733,U,X,J,"rgb(177,159,105)"
E01026241,0.6206,0.0049,K,K,F,"rgb(122,125,117)"
E01026258,0.798,0.1628,H,H,H,"rgb(193,168,53)"
E01026259,0.415,0.0209,U,U,G,"rgb(128,174,162)"
E01026260,0.7879,0.0127,F,F,G,"rgb(130,182,68)"
E01026266,0.4405,0.0639,A,A,C,"rgb(110,66,144)"
E01026273,0.9736,0.0756,J,J,I,"rgb(229,174,9)"
E01026274,0.9992,0.032,J,J,K,"rgb(255,71,0)"
E01026275,0.709,0.1508,L,L,H,"rgb(135,124,84)"
E01032995,0.6378,0.0129,A,A,I,"rgb(157,87,92)"
E01032996,0.7935,0.0188,H,H,G,"rgb(146,195,55)"
E01026268,0.7922,0.025,F,F,F,"rgb(94,180,57)"
E01026269,0.7211,0.001,F,X,G,"rgb(122,185,74)"
E01026270,0.6277,0.0064,C,C,G,"rgb(120,163,107)"
E01026271,0.9282,0.0014,E,E,G,"rgb(127,225,97)"
E01026272,0.6667,0.0365,A,X,F,"rgb(109,161,115)"
E01026254,0.686,0.0163,G,X,H,"rgb(167,156,88)"
E01026255,0.6273,0.0435,A,A,H,"rgb(154,116,97)"
E01026256,0.6257,0.0307,H,X,H,"rgb(139,176,126)"
E01026277,0.6209,0.0026,A,A,E,"rgb(80,146,131)"
E01026278,0.469,0.0088,A,A,G,"rgb(138,150,143)"
E01026279,0.715,0.0047,J,J,I,"rgb(178,115,75)"
E01026262,0.7395,0.0058,G,G,G,"rgb(161,185,69)"
E01026263,0.997,0.1698,L,L,K,"rgb(251,95,0)"
E01026264,0.38,0.0059,D,D,D,"rgb(79,156,163)"
E01026265,0.707,0.0421,H,H,H,"rgb(158,183,78)"
E01026267,0.8736,0.0565,K,K,I,"rgb(197,126,33)"
E01026245,0.6035,0.089,U,U,J,"rgb(194,162,111)"
E01026249,0.4987,0.0664,U,U,I,"rgb(168,171,139)"
E01026280,0.6905,0.0696,K,X,I,"rgb(164,140,93)"
E01026239,0.668,0.1162,A,A,H,"rgb(154,100,86)"
E01026240,0.8665,0.0988,L,X,H,"rgb(159,166,52)"
E01026284,0.8325,0.1675,K,K,J,"rgb(176,113,63)"
E01026313,0.5818,0.0046,A,A,I,"rgb(162,143,109)"
E01026314,0.8017,0.0182,G,G,G,"rgb(177,162,60)"
E01026329,0.5848,0.0046,A,A,G,"rgb(135,163,123)"
E01026333,0.5754,0.0036,A,A,J,"rgb(160,132,118)"
E01026291,0.7861,0.0449,H,H,H,"rgb(162,192,58)"
E01026340,0.7478,0.0126,F,X,H,"rgb(167,167,69)"
E01026355,0.7531,0.0438,A,X,I,"rgb(182,144,69)"
E01026365,0.5798,0.0292,U,U,H,"rgb(188,179,114)"
E01026325,0.9984,0,F,F,F,"rgb(9,247,73)"
E01026326,0.5188,0.003,D,D,E,"rgb(76,186,148)"
E01026327,0.875,0.0031,I,I,F,"rgb(97,214,85)"
E01026328,0.731,0.0016,E,E,E,"rgb(28,227,180)"
E01026352,0.9462,0,G,G,G,"rgb(141,222,23)"
E01026353,0.3461,0.0021,A,A,B,"rgb(88,87,166)"
E01026354,0.998,0,H,H,H,"rgb(241,226,0)"
E01026320,0.9751,0.3146,L,L,K,"rgb(248,75,7)"
E01026321,0.9526,0.0311,I,I,I,"rgb(244,167,12)"
E01026322,0.7832,0.0015,I,I,I,"rgb(194,132,58)"
E01026323,0.6234,0.0215,A,A,H,"rgb(174,132,96)"
E01026324,0.8782,0,I,I,I,"rgb(187,189,35)"
E01026308,1,0.0461,H,H,H,"rgb(249,225,0)"
E01026309,0.5823,0,G,G,F,"rgb(90,194,109)"
E01026310,0.9978,0,E,E,E,"rgb(104,250,98)"
E01026311,0.8322,0.0014,G,G,G,"rgb(122,192,42)"
E01026312,0.9978,0,G,G,G,"rgb(182,238,0)"
E01026317,0.5058,0.0099,K,K,G,"rgb(130,78,126)"
E01026318,0.3893,0.031,B,B,D,"rgb(101,58,155)"
E01026319,0.8977,0.0609,F,F,H,"rgb(153,141,32)"
E01026343,0.3827,0.0109,A,A,A,"rgb(86,72,157)"
E01026344,0.3952,0,B,B,B,"rgb(73,120,159)"
E01026345,0.624,0.0659,E,E,E,"rgb(86,138,135)"
E01026292,0.9984,0.0016,H,H,H,"rgb(245,244,0)"
E01026293,0.8177,0.0043,H,H,H,"rgb(186,157,50)"
E01026294,0.9698,0.0015,J,J,J,"rgb(250,130,10)"
E01026316,0.5471,0.0107,A,A,G,"rgb(137,124,127)"
E01026332,0.5393,0.0041,A,A,G,"rgb(128,157,135)"
E01026290,0.5764,0.0238,A,X,G,"rgb(130,142,123)"
E01026341,0.755,0.0201,I,X,G,"rgb(154,164,84)"
E01026342,0.8174,0.0049,J,J,J,"rgb(219,130,49)"
E01026361,0.6386,0.0177,A,A,G,"rgb(137,121,107)"
E01026315,0.5141,0.0039,A,A,G,"rgb(123,154,129)"
E01026331,0.6567,0.0026,A,A,H,"rgb(145,138,95)"
E01026338,0.5618,0.0073,A,A,G,"rgb(131,142,122)"
E01026339,0.9302,0.0051,G,G,G,"rgb(186,205,30)"
E01026299,0.8052,0.04,I,I,H,"rgb(197,155,49)"
E01026300,0.9796,0,I,I,I,"rgb(241,194,5)"
E01026301,0.9295,0.3827,L,L,L,"rgb(221,84,19)"
E01026302,0.7374,0.0019,J,J,H,"rgb(164,147,74)"
E01026296,0.8401,0.0058,J,J,H,"rgb(154,175,49)"
E01026297,0.8282,0.0046,E,E,F,"rgb(112,189,103)"
E01026298,0.682,0.0106,L,X,I,"rgb(155,108,89)"
E01032997,0.9764,0.0451,K,K,K,"rgb(248,70,6)"
E01032998,0.9988,0.0396,K,K,K,"rgb(254,43,0)"
E01032999,0.7778,0.0034,I,I,I,"rgb(165,147,59)"
E01026330,0.5327,0.0067,A,A,H,"rgb(156,143,123)"
E01026360,0.7537,0.0043,J,X,H,"rgb(186,174,68)"
E01026362,0.8595,0.0209,J,J,J,"rgb(220,166,36)"
E01026363,0.7266,0.2497,L,L,K,"rgb(195,105,74)"
E01026364,0.7119,0.0492,J,J,J,"rgb(179,141,80)"
E01026334,0.8647,0.018,J,J,I,"rgb(205,164,40)"
E01026335,0.7984,0.004,G,G,H,"rgb(178,187,51)"
E01026336,0.9261,0.1236,H,H,H,"rgb(216,164,28)"
E01026337,0.999,0.0509,L,L,I,"rgb(205,152,21)"
E01026303,0.9982,0,H,H,H,"rgb(252,237,0)"
E01026304,0.8167,0.0227,G,G,G,"rgb(171,173,49)"
E01026305,0.8689,0,J,J,J,"rgb(255,179,33)"
E01026306,0.925,0.029,G,G,G,"rgb(169,179,40)"
E01026307,0.7104,0.0068,A,X,G,"rgb(156,162,77)"
E01026287,1,0,H,H,H,"rgb(223,251,6)"
E01026288,0.5995,0,C,C,F,"rgb(77,194,104)"
E01026289,0.8726,0.0019,L,L,H,"rgb(185,146,34)"
E01026346,0.5121,0.0056,E,E,E,"rgb(69,178,163)"
E01026347,0.435,0.0011,A,A,D,"rgb(104,96,144)"
E01026348,0.936,0,E,E,E,"rgb(31,236,151)"
E01026349,0.4337,0.0039,D,D,D,"rgb(76,143,149)"
E01026350,0.6613,0.1244,A,A,J,"rgb(170,91,93)"
E01026351,0.3587,0.013,A,A,A,"rgb(93,89,167)"
E01026356,0.9983,0,J,J,J,"rgb(254,157,0)"
E01026357,1,0,H,H,H,"rgb(249,245,0)"
E01026358,0.8783,0.0067,G,G,G,"rgb(141,198,34)"
E01026359,0.9147,0.3624,L,L,G,"rgb(153,136,32)"
E01026367,0.5621,0.0615,A,A,F,"rgb(105,108,120)"
E01026368,0.8625,0.0607,L,X,H,"rgb(185,157,48)"
E01026387,0.588,0.0352,A,A,G,"rgb(130,121,116)"
E01026416,0.531,0.005,A,A,E,"rgb(88,122,145)"
E01032683,0.7174,0.0292,H,H,G,"rgb(145,189,80)"
E01026380,0.8245,0.1654,L,L,J,"rgb(189,110,58)"
E01026401,0.8056,0.0191,G,G,G,"rgb(162,176,52)"
E01026402,0.8826,0.0046,G,G,G,"rgb(158,167,43)"
E01026403,0.6391,0.0054,A,A,G,"rgb(123,130,109)"
E01026407,0.653,0.0543,A,X,G,"rgb(129,134,101)"
E01026408,0.7598,0.0188,A,X,G,"rgb(144,142,73)"
E01026389,0.5517,0.0507,A,A,H,"rgb(134,81,114)"
E01026390,0.7594,0.0034,A,X,G,"rgb(142,141,89)"
E01026391,0.6066,0.0052,A,A,F,"rgb(122,94,112)"
E01026392,0.6579,0.0364,K,K,H,"rgb(151,123,95)"
E01026415,0.8068,0.0094,E,E,E,"rgb(52,180,157)"
E01026378,0.0561,0,B,B,B,"rgb(10,86,240)"
E01026379,0.2145,0.0254,A,A,B,"rgb(45,58,204)"
E01026381,0.5743,0.0637,B,X,G,"rgb(133,124,110)"
E01026382,0.4042,0.0012,B,B,C,"rgb(76,92,154)"
E01026383,0.1435,0,A,A,A,"rgb(37,25,218)"
E01026384,0.4069,0.0017,A,A,B,"rgb(96,50,151)"
E01026385,0.5228,0.0055,A,A,E,"rgb(93,99,139)"
E01026386,0.7183,0,E,E,E,"rgb(35,184,168)"
E01026399,0.6628,0.0625,A,A,F,"rgb(120,118,99)"
E01026411,0.5812,0.0366,A,A,F,"rgb(119,111,118)"
E01026374,0.9968,0.0016,F,F,F,"rgb(64,250,1)"
E01026375,0.9531,0.0355,H,H,H,"rgb(239,166,12)"
E01026376,0.9715,0.0012,G,G,H,"rgb(178,192,12)"
E01026377,0.977,0.0021,E,E,F,"rgb(106,188,76)"
E01026388,0.67,0.014,A,X,F,"rgb(114,158,107)"
E01026404,0.7231,0.0294,A,A,G,"rgb(139,139,82)"
E01026409,0.7528,0.0667,A,A,H,"rgb(163,112,75)"
E01026410,0.8289,0.0169,J,J,J,"rgb(181,126,52)"
E01026372,0.824,0.0562,F,X,G,"rgb(146,157,50)"
E01026412,0.9106,0.1587,J,J,J,"rgb(222,129,24)"
E01026413,0.9217,0.0011,G,G,H,"rgb(202,179,22)"
E01026414,0.7277,0.1287,A,A,F,"rgb(120,124,74)"
E01026396,0.8765,0.093,G,G,G,"rgb(153,188,37)"
E01026397,0.8369,0.1489,K,K,K,"rgb(205,76,44)"
E01026398,0.7637,0.0149,G,X,G,"rgb(158,150,62)"
E01026400,0.8224,0.0335,E,E,E,"rgb(40,199,148)"
E01026393,0.8713,0.0608,F,F,F,"rgb(92,206,43)"
E01026394,0.8414,0.1192,L,L,J,"rgb(183,125,48)"
E01026395,0.791,0.0916,H,X,H,"rgb(166,150,58)"
E01026405,0.8155,0.1334,A,X,H,"rgb(182,131,53)"
E01026406,0.9221,0.0093,I,I,H,"rgb(195,206,23)"
E01026366,0.6672,0.052,A,A,G,"rgb(125,117,97)"
E01026369,0.8816,0.0033,G,G,G,"rgb(157,165,36)"
E01026370,0.9489,0.1174,F,F,J,"rgb(159,140,14)"
E01026371,0.8854,0.0055,G,G,G,"rgb(139,193,32)"
E01026373,0.7231,0.0523,A,X,G,"rgb(140,145,82)"
E01026971,0.5392,0.0013,D,D,F,"rgb(117,169,120)"
E01026979,0.6557,0.006,A,A,G,"rgb(124,132,110)"
E01026980,0.6255,0.0208,A,A,F,"rgb(104,156,119)"
E01026982,0.9989,0,E,E,I,"rgb(181,148,47)"
E01026969,0.9491,0.0012,E,E,E,"rgb(105,220,108)"
E01026970,0.697,0,E,E,E,"rgb(88,199,138)"
E01026972,0.1644,0.0245,D,D,D,"rgb(10,195,236)"
E01026976,0.9985,0.0015,E,E,H,"rgb(160,217,66)"
E01026981,0.9981,0,F,F,F,"rgb(93,241,0)"
E01026983,1,0,F,F,F,"rgb(0,254,19)"
E01026957,0.6317,0.0248,D,X,F,"rgb(107,166,110)"
E01026958,0.1914,0,D,D,D,"rgb(48,182,206)"
E01026977,0.8671,0.0949,L,L,L,"rgb(183,77,38)"
E01026978,0.9278,0.5623,L,L,L,"rgb(223,39,24)"
E01026962,1,0.0016,F,F,F,"rgb(0,254,0)"
E01026973,1,0,E,E,E,"rgb(18,250,148)"
E01026974,0.998,0.002,F,F,F,"rgb(56,253,23)"
E01026975,0.9986,0.0014,E,E,E,"rgb(95,238,102)"
E01026984,0.9988,0.0831,F,F,F,"rgb(53,232,0)"
E01026985,0.9988,0.2445,F,F,G,"rgb(150,192,0)"
E01026949,0.8779,0.0321,E,E,E,"rgb(60,220,110)"
E01026950,0.9526,0.0168,E,E,E,"rgb(32,227,150)"
E01026951,1,0.0019,E,E,E,"rgb(26,241,125)"
E01026952,0.606,0.0063,D,D,E,"rgb(101,161,136)"
E01026959,1,0,F,F,F,"rgb(14,246,0)"
E01026960,1,0,E,E,E,"rgb(28,243,149)"
E01026961,1,0,F,F,F,"rgb(0,254,0)"
E01026965,1,0,G,G,G,"rgb(209,182,0)"
E01026966,0.9984,0.0016,G,G,G,"rgb(188,241,0)"
E01026967,0.9853,0.004,E,E,F,"rgb(108,209,60)"
E01026968,0.9986,0.0014,G,G,G,"rgb(197,241,0)"
E01026953,1,0.0016,H,H,H,"rgb(250,246,0)"
E01026954,1,0,H,H,H,"rgb(254,233,0)"
E01026955,0.947,0.0018,I,I,I,"rgb(240,161,13)"
E01026956,0.9989,0.054,H,H,I,"rgb(254,157,0)"
E01026963,1,0.0018,J,J,J,"rgb(255,128,0)"
E01032963,1,0,J,J,J,"rgb(255,101,0)"
E01032964,1,0.0015,K,K,K,"rgb(255,72,0)"
E01032965,1,0.1123,L,L,L,"rgb(255,30,0)"
E01032966,1,0.053,K,K,K,"rgb(255,37,0)"
E01032967,0.9988,0.2175,K,K,K,"rgb(254,36,0)"
E01027005,0.5871,0.0514,A,A,G,"rgb(133,109,116)"
E01027026,0.6167,0.0924,A,A,G,"rgb(123,121,112)"
E01027030,0.6573,0.0269,A,A,F,"rgb(112,145,101)"
E01027000,0.8142,0.0015,H,H,H,"rgb(170,208,74)"
E01027001,0.9987,0.2205,J,J,J,"rgb(254,101,0)"
E01027002,0.6552,0.0057,A,A,H,"rgb(148,119,98)"
E01027003,0.7075,0.0015,H,H,H,"rgb(146,174,83)"
E01027022,0.6076,0.0177,A,A,F,"rgb(101,153,121)"
E01026994,0.6699,0.083,A,X,G,"rgb(130,157,91)"
E01026999,0.7128,0.0167,A,X,F,"rgb(117,163,93)"
E01027006,0.7921,0.1291,L,L,H,"rgb(148,113,58)"
E01032968,0.8178,0.0142,G,G,G,"rgb(146,198,60)"
E01026998,0.6518,0.2224,A,A,H,"rgb(144,87,96)"
E01027015,0.7638,0.1223,H,X,H,"rgb(176,159,66)"
E01027016,0.5721,0.0059,A,A,G,"rgb(131,134,111)"
E01027021,0.6277,0.018,A,A,G,"rgb(133,153,107)"
E01027027,0.7347,0.1376,A,X,I,"rgb(158,118,79)"
E01026997,0.7957,0.366,L,L,J,"rgb(169,97,65)"
E01027018,0.8446,0.2616,L,L,J,"rgb(147,118,52)"
E01027019,0.8201,0.2134,L,L,J,"rgb(170,126,71)"
E01027020,0.756,0.2158,L,L,F,"rgb(111,137,75)"
E01027023,0.6436,0.0356,A,A,G,"rgb(127,125,111)"
E01026987,0.9963,0.0184,G,G,G,"rgb(142,214,7)"
E01026989,0.9984,0,J,J,J,"rgb(255,147,0)"
E01026990,0.9985,0.0022,K,K,K,"rgb(253,76,0)"
E01027012,0.9878,0.2142,G,G,G,"rgb(219,186,3)"
E01027014,0.9977,0.2668,J,J,K,"rgb(254,65,0)"
E01026986,1,0.0009,K,K,K,"rgb(217,140,0)"
E01026988,0.9388,0.0015,E,E,E,"rgb(65,205,112)"
E01026991,0.9373,0,G,G,G,"rgb(131,229,20)"
E01026992,0.6279,0.0484,A,A,G,"rgb(145,124,96)"
E01027010,0.8511,0.0956,G,G,G,"rgb(174,194,45)"
E01027007,0.9376,0.1263,H,H,H,"rgb(230,214,18)"
E01027008,1,0,I,I,I,"rgb(254,221,0)"
E01027009,1,0.0016,G,G,G,"rgb(202,251,0)"
E01027013,0.9945,0,G,G,G,"rgb(210,230,1)"
E01027011,0.6101,0.118,A,A,F,"rgb(110,122,115)"
E01027017,0.7214,0.1168,L,L,H,"rgb(141,134,91)"
E01027024,0.6954,0.0305,A,A,H,"rgb(151,131,89)"
E01027025,0.7482,0.0048,H,H,H,"rgb(154,158,82)"
E01026993,0.5647,0.0156,A,A,F,"rgb(107,138,125)"
E01027004,0.5657,0.0354,A,A,E,"rgb(108,129,128)"
E01027028,0.5963,0.0135,A,A,I,"rgb(156,117,104)"
E01027029,0.7732,0.2673,L,L,J,"rgb(178,117,74)"
E01027033,0.5824,0.026,A,A,F,"rgb(94,120,115)"
E01027043,0.6051,0.0049,A,A,G,"rgb(128,89,110)"
E01027050,0.6573,0.1049,A,A,G,"rgb(135,119,97)"
E01027031,0.5295,0.0349,A,A,E,"rgb(112,97,132)"
E01027044,0.6128,0.0508,A,A,G,"rgb(123,111,108)"
E01027046,0.9252,0.0446,I,I,I,"rgb(213,140,24)"
E01027047,0.8412,0.0645,G,G,G,"rgb(130,195,61)"
E01027048,0.5845,0.0054,A,A,H,"rgb(157,112,106)"
E01027049,0.6403,0.1313,J,J,J,"rgb(174,106,92)"
E01027032,0.4412,0.0058,A,A,C,"rgb(98,104,151)"
E01027045,0.5934,0.0342,A,A,F,"rgb(109,126,124)"
E01027075,0.914,0.0037,J,J,J,"rgb(226,158,24)"
E01027076,0.7848,0.0711,K,K,H,"rgb(161,131,71)"
E01027077,0.8825,0.356,L,L,K,"rgb(222,69,30)"
E01027057,0.6615,0.2154,L,L,H,"rgb(158,113,90)"
E01027074,0.6875,0.0129,J,J,G,"rgb(137,155,90)"
E01027078,0.4935,0.0032,A,A,E,"rgb(102,132,137)"
E01027051,0.5939,0.1127,A,A,H,"rgb(155,93,103)"
E01027052,0.8546,0.0527,J,J,I,"rgb(186,151,40)"
E01027053,0.7651,0.2595,L,L,I,"rgb(184,112,62)"
E01027054,0.9556,0.0039,H,H,H,"rgb(207,234,11)"
E01027055,0.9965,0.1414,I,I,I,"rgb(229,193,4)"
E01027056,0.6937,0.0015,E,E,E,"rgb(76,206,125)"
E01027038,0.7934,0.0822,L,L,F,"rgb(120,121,92)"
E01027039,0.5652,0.0435,A,A,I,"rgb(141,60,112)"
E01027040,0.8566,0.0129,J,J,I,"rgb(165,148,36)"
E01027041,0.4904,0.0395,C,C,E,"rgb(94,139,134)"
E01027042,0.9986,0,I,I,I,"rgb(255,146,0)"
E01027034,0.8175,0.0039,E,E,G,"rgb(121,170,90)"
E01027035,0.6754,0.0185,H,X,F,"rgb(105,191,112)"
E01027037,0.7652,0.0915,K,K,J,"rgb(174,103,63)"
E01033244,0.9169,0.0739,K,K,K,"rgb(200,139,22)"
E01033245,0.5737,0.1261,L,L,H,"rgb(136,99,115)"
E01027061,0.9807,0.0701,E,E,I,"rgb(152,147,72)"
E01027062,0.678,0.0407,K,K,G,"rgb(126,128,105)"
E01027063,0.6684,0.0268,K,K,G,"rgb(148,140,87)"
E01027064,0.9226,0.006,G,G,G,"rgb(182,224,22)"
E01027072,0.2177,0,C,C,D,"rgb(34,160,205)"
E01027073,0.3365,0.0032,D,D,D,"rgb(49,140,181)"
E01027058,0.7343,0.0151,F,F,F,"rgb(98,172,91)"
E01027059,0.2637,0,A,A,B,"rgb(51,76,190)"
E01027060,0.6352,0.0721,A,A,H,"rgb(138,99,108)"
E01027065,0.3516,0.0223,A,A,B,"rgb(94,60,165)"
E01027069,0.6126,0.0649,A,A,I,"rgb(156,91,98)"
E01027066,0.8951,0.0047,K,K,J,"rgb(208,135,28)"
E01027067,0.7633,0.0588,F,F,F,"rgb(92,203,73)"
E01027068,0.9336,0.0251,J,J,J,"rgb(229,117,20)"
E01027070,0.8693,0,G,G,G,"rgb(162,218,36)"
E01027071,1,0.0016,H,H,G,"rgb(191,251,0)"
E01027090,0.4909,0.0927,A,A,E,"rgb(93,82,144)"
E01027103,0.546,0.0055,A,A,E,"rgb(75,133,152)"
E01027129,0.588,0.0318,A,A,F,"rgb(112,123,119)"
E01027094,0.7167,0.0057,G,G,G,"rgb(154,171,74)"
E01027095,0.9513,0.1081,E,E,I,"rgb(159,170,62)"
E01027107,0.5303,0.0035,A,A,F,"rgb(119,127,123)"
E01027108,0.8554,0.0212,G,G,G,"rgb(162,216,47)"
E01027109,0.9041,0,H,H,H,"rgb(193,204,31)"
E01032969,1,0,K,K,K,"rgb(255,40,0)"
E01032970,0.7452,0.1427,L,L,K,"rgb(185,78,65)"
E01032971,0.458,0.0315,A,A,B,"rgb(116,53,138)"
E01027123,0.6825,0.0173,D,D,F,"rgb(87,210,111)"
E01027124,0.5737,0.1033,A,A,F,"rgb(111,94,111)"
E01027125,0.9986,0.0014,H,H,H,"rgb(242,226,0)"
E01027126,0.6201,0.0106,A,X,H,"rgb(151,103,98)"
E01027079,0.2698,0.0173,A,A,B,"rgb(58,65,186)"
E01027080,0.2013,0.0026,D,D,C,"rgb(40,139,206)"
E01027087,1,0,I,I,I,"rgb(234,212,0)"
E01027088,0.9113,0,I,I,I,"rgb(229,172,23)"
E01027089,0.9726,0.0228,K,K,I,"rgb(201,161,7)"
E01027081,0.8415,0,E,E,E,"rgb(44,217,165)"
E01027082,0.3794,0.0937,A,A,C,"rgb(87,87,165)"
E01027083,0.6703,0,F,F,F,"rgb(51,212,99)"
E01027127,0.6867,0.0132,E,E,E,"rgb(37,196,162)"
E01027128,0.3579,0,D,D,D,"rgb(19,188,192)"
E01027105,0.2686,0.0401,A,A,A,"rgb(68,21,186)"
E01027106,0.2048,0.0125,A,A,A,"rgb(52,26,202)"
E01027111,0.259,0.0214,A,A,A,"rgb(63,37,188)"
E01027112,0.1968,0.0497,A,A,B,"rgb(50,66,205)"
E01027104,0.4221,0.0092,A,A,C,"rgb(100,88,148)"
E01027110,0.6679,0.0309,A,A,H,"rgb(165,111,84)"
E01027113,0.4125,0.0659,A,A,B,"rgb(91,73,151)"
E01027115,0.8863,0.3628,L,L,G,"rgb(128,139,31)"
E01027116,1,0.0023,J,J,J,"rgb(249,112,0)"
E01027117,0.9558,0,F,F,H,"rgb(164,184,14)"
E01027096,1,0.0043,G,G,G,"rgb(212,251,0)"
E01027097,1,0,H,H,H,"rgb(235,207,0)"
E01027098,0.998,0,H,H,H,"rgb(251,253,0)"
E01027099,0.6548,0,D,D,E,"rgb(45,227,127)"
E01027122,1,0.0198,G,G,G,"rgb(195,249,0)"
E01027100,0.4306,0,D,D,D,"rgb(88,151,147)"
E01027114,0.3832,0.0028,D,D,D,"rgb(76,176,159)"
E01027130,0.7,0.0049,D,D,F,"rgb(104,192,104)"
E01027131,0.9627,0.0112,F,F,H,"rgb(175,192,9)"
E01027084,0.9688,0.2441,L,L,G,"rgb(161,155,8)"
E01027085,0.8546,0.0224,F,F,F,"rgb(102,181,37)"
E01027086,0.9616,0.1758,F,F,I,"rgb(147,165,12)"
E01027120,1,0,I,I,I,"rgb(254,188,0)"
E01027121,0.9103,0.372,L,L,I,"rgb(198,129,27)"
E01027091,0.636,0.0036,E,X,E,"rgb(111,143,125)"
E01027092,0.8886,0.0514,G,G,G,"rgb(158,179,49)"
E01027101,0.7614,0.1863,L,L,K,"rgb(184,53,63)"
