lsoacode,dwe_p45pc,dwe_p16pc,dwe_modbp,dwe_mo20bp,dwe_medbp,dwe_mdargb
E01027102,0.9223,0.0402,G,G,G,"rgb(167,185,44)"
E01027119,0.6617,0.0038,E,E,E,"rgb(87,164,127)"
E01032972,0.6578,0.0741,I,I,G,"rgb(135,135,98)"
E01032973,0.9983,0,K,K,K,"rgb(254,62,0)"
E01032974,0.801,0.0032,K,K,K,"rgb(176,86,60)"
E01027145,0.9923,0.0061,G,G,G,"rgb(125,233,37)"
E01027148,0.9313,0,G,G,G,"rgb(194,247,20)"
E01027149,0.9984,0,G,G,G,"rgb(220,254,0)"
E01027232,0.6087,0.2643,L,L,F,"rgb(117,130,104)"
E01027218,0.9987,0.0134,G,G,G,"rgb(156,246,0)"
E01027219,0.6464,0,F,F,F,"rgb(44,211,99)"
E01027221,0.8509,0.0391,H,H,H,"rgb(195,196,47)"
E01027222,0.9959,0,H,H,H,"rgb(244,243,4)"
E01027143,0.9954,0.1718,G,G,H,"rgb(200,180,1)"
E01027144,0.9836,0,G,G,G,"rgb(172,254,12)"
E01027146,0.6343,0.0058,G,G,F,"rgb(90,222,112)"
E01027147,0.8199,0.1711,E,E,F,"rgb(97,161,101)"
E01027195,0.9838,0.0294,G,G,G,"rgb(212,227,4)"
E01027245,0.9957,0.0043,H,H,I,"rgb(254,216,1)"
E01027247,0.9986,0.0159,H,H,H,"rgb(255,222,0)"
E01027248,0.9983,0.0166,G,G,G,"rgb(215,246,0)"
E01027249,0.9986,0,G,G,G,"rgb(196,249,0)"
E01027174,0.9962,0,I,I,I,"rgb(252,203,0)"
E01027175,1,0.019,H,H,H,"rgb(255,234,0)"
E01027178,1,0.0013,H,H,H,"rgb(255,198,0)"
E01027200,0.9983,0.0034,I,I,I,"rgb(255,221,0)"
E01027246,1,0.0147,H,H,H,"rgb(249,228,0)"
E01027171,0.958,0.0789,G,G,G,"rgb(204,198,10)"
E01027172,0.553,0.0057,D,D,E,"rgb(41,217,130)"
E01027182,0.9181,0.0016,H,H,H,"rgb(182,236,23)"
E01027183,0.9161,0.0041,F,F,F,"rgb(78,206,47)"
E01027196,0.9982,0.0185,H,H,H,"rgb(255,250,0)"
E01027197,0.9984,0.0033,H,H,H,"rgb(254,254,0)"
E01027198,1,0.1064,H,H,H,"rgb(246,224,0)"
E01027199,1,0,H,H,H,"rgb(255,240,0)"
E01027190,0.5215,0.0012,A,A,F,"rgb(87,147,124)"
E01027191,0.4475,0.1669,D,D,D,"rgb(116,96,141)"
E01027193,0.9502,0,I,I,H,"rgb(214,221,12)"
E01027194,0.8571,0,F,F,F,"rgb(57,244,45)"
E01027192,0.2659,0.0844,B,B,B,"rgb(46,81,187)"
E01027229,0.1808,0.0047,D,D,D,"rgb(10,171,233)"
E01027230,0.2649,0.125,D,D,D,"rgb(46,144,203)"
E01027231,0.6369,0.0226,D,D,F,"rgb(104,215,118)"
E01027179,0.4171,0.0709,D,D,D,"rgb(32,192,192)"
E01027180,0.5811,0.0048,D,D,E,"rgb(93,179,136)"
E01027181,0.9384,0,F,F,F,"rgb(52,233,63)"
E01027140,0.9799,0.0622,H,H,H,"rgb(255,220,5)"
E01027142,0.8265,0.0032,H,H,H,"rgb(213,189,44)"
E01027176,1,0,H,H,H,"rgb(254,234,0)"
E01027177,1,0.0972,H,H,H,"rgb(255,222,0)"
E01027168,1,0.0602,E,E,E,"rgb(57,212,97)"
E01027169,0.0758,0.0016,C,C,C,"rgb(10,138,238)"
E01027170,0.1163,0.0031,C,C,D,"rgb(12,158,237)"
E01027173,0.1586,0.0016,C,C,C,"rgb(24,149,226)"
E01027136,0.0864,0.0037,B,B,B,"rgb(34,56,233)"
E01027186,0.0222,0.0015,B,B,C,"rgb(1,127,249)"
E01027188,0.299,0.0522,D,D,D,"rgb(36,170,179)"
E01027220,0.8576,0.0031,F,F,F,"rgb(57,235,39)"
E01027208,0.8537,0.0048,J,J,I,"rgb(201,153,37)"
E01027209,0.9982,0,I,I,I,"rgb(255,191,0)"
E01027211,0.9835,0.0049,F,F,F,"rgb(101,247,7)"
E01027212,0.9985,0.0015,I,I,I,"rgb(251,170,0)"
E01027184,0.1511,0.0029,A,A,A,"rgb(34,53,219)"
E01027185,0.3309,0.0148,D,D,D,"rgb(76,138,170)"
E01027187,0.1613,0.0065,A,A,A,"rgb(31,71,214)"
E01027189,0.2334,0.0276,D,D,D,"rgb(24,129,197)"
E01027137,0.9985,0,H,H,H,"rgb(255,240,0)"
E01027138,0.9521,0.0031,H,H,H,"rgb(195,231,38)"
E01027139,1,0,I,I,I,"rgb(255,213,0)"
E01027141,0.9622,0.0504,J,J,J,"rgb(222,113,12)"
E01027259,1,0,H,H,H,"rgb(255,229,0)"
E01027239,0.543,0.0013,C,C,E,"rgb(82,176,137)"
E01027241,0.3552,0.0042,A,A,D,"rgb(65,113,177)"
E01027242,0.6286,0.0161,E,E,E,"rgb(25,223,193)"
E01027243,0.9454,0.0027,E,E,F,"rgb(53,225,102)"
E01027244,0.973,0.0148,E,E,E,"rgb(48,228,139)"
E01027213,0.9926,0.0015,G,G,G,"rgb(205,200,4)"
E01027214,0.9987,0.0013,H,H,H,"rgb(173,254,0)"
E01027216,0.978,0.001,F,F,G,"rgb(142,199,5)"
E01027240,0.9232,0.0037,I,I,I,"rgb(135,195,51)"
E01027207,0.8549,0.0175,F,F,F,"rgb(37,227,37)"
E01027210,0.8925,0.028,F,F,F,"rgb(45,233,68)"
E01027215,0.8033,0.018,G,G,G,"rgb(131,220,84)"
E01027217,0.7884,0.0123,F,F,F,"rgb(111,136,55)"
E01027255,0.9054,0.082,G,G,H,"rgb(202,201,24)"
E01027256,0.5439,0.0031,F,F,F,"rgb(55,190,122)"
E01027258,0.998,0,J,J,J,"rgb(243,166,4)"
E01027260,0.8452,0.0015,H,H,H,"rgb(196,190,45)"
E01027152,0.1599,0,A,A,A,"rgb(41,45,214)"
E01027153,0.6735,0.0396,A,A,H,"rgb(165,121,83)"
E01027154,0.173,0.0223,A,A,A,"rgb(38,25,213)"
E01032978,0.9363,0.1062,K,K,H,"rgb(178,149,16)"
E01032979,0.7369,0.0744,K,X,H,"rgb(149,137,71)"
E01027132,0.3809,0.0125,A,A,A,"rgb(97,49,157)"
E01027133,0.1637,0.0022,A,A,A,"rgb(36,57,215)"
E01027134,0.1447,0.0667,A,A,A,"rgb(40,18,218)"
E01027135,0.1043,0.0027,B,B,C,"rgb(13,117,236)"
E01027155,0.4155,0.027,A,A,B,"rgb(94,73,149)"
E01027225,0.1107,0.0154,A,A,A,"rgb(28,10,226)"
E01027227,0.085,0.0131,A,A,A,"rgb(24,11,233)"
E01027228,0.3238,0.0267,A,A,A,"rgb(84,49,172)"
E01027151,0.2925,0.0474,A,A,A,"rgb(77,54,180)"
E01027236,0.6296,0.0026,F,F,E,"rgb(50,181,132)"
E01027237,0.4821,0.0053,D,D,D,"rgb(98,147,138)"
E01027238,0.3924,0.0199,A,A,B,"rgb(88,90,154)"
E01027223,0.6789,0.1846,L,L,J,"rgb(174,48,81)"
E01027224,0.7568,0.0312,H,H,H,"rgb(181,151,62)"
E01027226,0.3662,0.0211,A,A,A,"rgb(98,74,161)"
E01027257,0.7538,0.0019,F,F,F,"rgb(78,223,70)"
E01027233,0.998,0,H,H,H,"rgb(255,233,0)"
E01027234,0.9986,0.0985,I,I,I,"rgb(249,169,0)"
E01027235,0.9986,0.0145,G,G,G,"rgb(216,201,0)"
E01027252,0.9985,0,I,I,I,"rgb(255,216,0)"
E01027156,0.0116,0.0058,C,C,C,"rgb(2,137,252)"
E01027159,0.5785,0,E,E,E,"rgb(10,227,203)"
E01027160,0.7238,0.0916,J,J,J,"rgb(181,117,72)"
E01027161,0.9552,0.0294,E,E,H,"rgb(150,217,81)"
E01027158,0.1686,0.0015,A,A,B,"rgb(24,87,214)"
E01027201,0.9302,0.001,K,K,J,"rgb(186,134,21)"
E01027202,0.6728,0.0142,I,X,F,"rgb(111,182,97)"
E01032980,0.8565,0.0237,K,K,K,"rgb(218,54,36)"
E01032981,0.5133,0.1275,K,K,J,"rgb(127,63,128)"
E01027250,0.9983,0,I,I,I,"rgb(255,187,0)"
E01027253,0.9973,0.004,I,I,I,"rgb(254,166,0)"
E01027254,1,0.0012,I,I,J,"rgb(255,126,0)"
E01032975,0.9984,0.182,L,L,K,"rgb(252,48,1)"
E01032976,0.9131,0.0759,K,K,K,"rgb(233,54,22)"
E01032977,0.9995,0.342,L,L,L,"rgb(254,22,0)"
E01027162,0.956,0.0147,I,I,I,"rgb(255,171,11)"
E01027163,0.9965,0,I,I,I,"rgb(254,190,0)"
E01027164,0.9842,0,I,I,I,"rgb(242,168,10)"
E01027165,1,0,I,I,I,"rgb(255,174,0)"
E01027166,0.9842,0,I,I,I,"rgb(254,192,4)"
E01027167,0.9983,0,I,I,I,"rgb(255,179,0)"
E01027203,0.9947,0,J,J,J,"rgb(249,128,1)"
E01027204,0.8262,0.0046,K,K,F,"rgb(113,158,70)"
E01027205,0.9987,0,J,J,J,"rgb(255,104,0)"
E01027206,0.8904,0.0201,K,K,J,"rgb(194,120,31)"
E01027282,0.9072,0.0026,H,H,G,"rgb(158,212,48)"
E01027283,0.7016,0.0453,A,A,H,"rgb(150,125,86)"
E01027285,0.6938,0.0165,G,X,F,"rgb(114,168,100)"
E01027286,0.6861,0.0177,G,G,F,"rgb(93,172,100)"
E01027287,0.7802,0.0055,G,G,G,"rgb(133,184,79)"
E01027273,0.6337,0.0037,A,A,E,"rgb(90,162,123)"
E01027274,0.8295,0.319,L,L,J,"rgb(188,103,49)"
E01027275,0.7871,0.021,G,G,G,"rgb(129,182,74)"
E01027308,0.4981,0.0039,A,A,E,"rgb(86,134,142)"
E01027263,0.7666,0.0268,G,G,G,"rgb(128,181,77)"
E01027279,0.924,0.1067,G,G,G,"rgb(120,180,57)"
E01027284,0.7001,0.0037,G,G,G,"rgb(124,168,102)"
E01027294,0.875,0.0159,G,G,G,"rgb(175,188,53)"
E01032982,1,0,K,K,K,"rgb(255,64,0)"
E01032983,1,0,K,K,K,"rgb(255,64,0)"
E01032984,1,0,K,K,K,"rgb(255,64,0)"
E01032985,0.7275,0.3145,L,L,G,"rgb(136,96,85)"
E01027262,0.5026,0.0293,A,A,E,"rgb(110,102,143)"
E01027277,0.7157,0.0037,G,G,G,"rgb(142,171,91)"
E01027289,0.7272,0.0026,H,H,G,"rgb(151,169,86)"
E01027300,0.9548,0.1551,I,I,I,"rgb(237,156,14)"
E01027303,0.6481,0.0182,A,A,G,"rgb(155,95,89)"
E01027297,0.5753,0.0296,A,A,E,"rgb(111,135,133)"
E01027298,0.9814,0.549,L,L,L,"rgb(237,103,4)"
E01027299,1,0.0031,H,H,H,"rgb(207,241,14)"
E01027301,0.8692,0.0492,J,J,J,"rgb(211,99,39)"
E01027302,0.8566,0.0543,E,X,G,"rgb(131,160,68)"
E01027291,0.7813,0.0299,F,F,F,"rgb(110,145,66)"
E01027292,0.7849,0.0233,E,E,F,"rgb(100,214,103)"
E01027293,0.9125,0.036,G,G,H,"rgb(198,158,25)"
E01027304,0.5885,0.0167,A,A,G,"rgb(132,142,117)"
E01027305,0.5625,0.0271,A,A,E,"rgb(97,136,134)"
E01027261,0.533,0.0478,A,A,G,"rgb(135,146,134)"
E01027295,0.7589,0.1343,L,L,I,"rgb(177,127,73)"
E01027306,0.5024,0.0379,A,A,E,"rgb(106,103,142)"
E01027276,0.7998,0.138,K,K,J,"rgb(160,123,67)"
E01027280,0.8868,0.0294,K,K,J,"rgb(194,114,35)"
E01027281,0.7855,0.0014,G,G,F,"rgb(98,195,79)"
E01027307,0.738,0.0221,G,G,G,"rgb(137,160,88)"
E01027265,0.8981,0.0143,G,G,G,"rgb(191,206,26)"
E01027266,0.9918,0.6096,L,L,L,"rgb(248,49,2)"
E01027270,1,0,J,J,J,"rgb(255,130,0)"
E01027271,0.9953,0.0016,J,J,J,"rgb(254,144,1)"
E01027272,0.8835,0.0016,H,H,H,"rgb(219,233,32)"
E01027264,0.8102,0.0148,G,G,H,"rgb(180,146,50)"
E01027267,0.7462,0.0267,J,J,I,"rgb(173,121,65)"
E01027268,0.8375,0,I,I,I,"rgb(204,172,44)"
E01027269,0.7913,0.074,E,E,F,"rgb(122,147,95)"
E01027288,0.7386,0.0484,H,X,G,"rgb(127,165,81)"
E01027290,0.6689,0.0039,A,A,G,"rgb(129,155,97)"
E01027296,0.6734,0.0146,A,A,G,"rgb(118,151,100)"
E01027326,0.6985,0.0402,A,X,G,"rgb(130,153,79)"
E01027327,0.5441,0.0053,A,A,E,"rgb(87,119,139)"
E01027328,0.5846,0.0608,F,F,E,"rgb(48,160,123)"
E01027338,0.7161,0.0549,A,X,G,"rgb(120,150,89)"
E01027330,0.8163,0.0014,G,G,G,"rgb(170,166,52)"
E01027331,0.997,0.046,I,I,H,"rgb(184,217,0)"
E01027332,0.9095,0.0015,F,F,F,"rgb(69,210,23)"
E01027333,0.9885,0.0011,K,K,J,"rgb(253,149,2)"
E01027334,1,0,H,H,H,"rgb(249,243,0)"
E01027343,0.9968,0,H,H,H,"rgb(233,246,0)"
E01027344,0.6593,0.0324,H,H,G,"rgb(140,163,89)"
E01027345,0.9793,0,I,I,I,"rgb(255,200,5)"
E01027346,0.9966,0,I,I,I,"rgb(254,174,0)"
E01027347,0.9974,0,I,I,I,"rgb(254,206,0)"
E01027313,0.1948,0.0163,A,A,A,"rgb(49,21,205)"
E01027314,0.3499,0.0105,A,A,A,"rgb(91,44,165)"
E01027315,0.7279,0.2479,L,L,J,"rgb(181,63,71)"
E01027316,0.4958,0.1583,L,L,D,"rgb(123,71,128)"
E01027339,1,0,G,G,G,"rgb(216,254,0)"
E01027340,1,0.0014,G,G,G,"rgb(134,247,0)"
E01027341,1,0.0593,G,G,G,"rgb(189,225,0)"
E01027342,1,0.0541,I,I,I,"rgb(255,157,0)"
E01027349,0.5886,0.1395,A,A,H,"rgb(145,49,105)"
E01027350,0.4641,0.0153,A,A,D,"rgb(99,124,136)"
E01027351,0.5909,0.0132,C,C,F,"rgb(107,172,106)"
E01027352,0.2652,0.0015,A,A,A,"rgb(55,69,187)"
E01027309,0.6927,0.0153,D,D,E,"rgb(57,230,116)"
E01027310,1,0,H,H,H,"rgb(224,254,0)"
E01027311,0.7426,0.0754,J,J,I,"rgb(178,143,65)"
E01027312,0.709,0.0306,G,G,F,"rgb(106,202,74)"
E01027317,0.3753,0,C,C,C,"rgb(55,138,159)"
E01027318,0.3377,0,C,C,D,"rgb(18,181,219)"
E01027319,0.9693,0.0169,E,E,G,"rgb(128,184,96)"
E01027320,0.9988,0.0012,F,F,F,"rgb(105,173,49)"
E01027321,0.9985,0.0015,J,J,J,"rgb(204,129,37)"
E01027322,0.6894,0.0717,A,A,I,"rgb(176,128,82)"
E01027323,0.7876,0.28,L,L,G,"rgb(125,131,83)"
E01027324,0.8835,0,G,G,G,"rgb(147,225,33)"
E01027325,0.6442,0.0851,A,A,G,"rgb(143,108,92)"
E01027329,0.6717,0.014,G,X,G,"rgb(123,171,99)"
E01027353,0.656,0.0251,A,A,F,"rgb(106,144,100)"
E01027335,0.7273,0.0076,G,G,F,"rgb(109,210,89)"
E01027336,0.5703,0.0415,A,X,F,"rgb(88,140,119)"
E01027337,0.8547,0.0024,G,G,G,"rgb(150,217,46)"
E01027348,0.7075,0.003,G,G,G,"rgb(130,149,86)"
E01027354,0.6209,0.0208,A,A,F,"rgb(108,120,119)"
E01027355,0.7239,0.0041,G,G,G,"rgb(139,173,75)"
E01027979,0.6641,0.0517,G,X,G,"rgb(121,168,90)"
E01027980,0.4708,0.0015,C,C,D,"rgb(58,184,163)"
E01027981,0.591,0.0699,G,X,G,"rgb(150,134,104)"
E01027983,0.1437,0.0189,B,B,B,"rgb(32,76,218)"
E01027970,0.4311,0.0049,A,A,D,"rgb(96,122,145)"
E01027971,0.83,0,H,H,G,"rgb(161,223,55)"
E01027982,0.7262,0.0014,H,H,F,"rgb(104,197,108)"
E01027984,0.6817,0.0166,J,J,F,"rgb(118,168,107)"
E01027966,0.9811,0,F,F,F,"rgb(44,242,50)"
E01027986,0.5036,0.0029,C,X,E,"rgb(76,156,154)"
E01027987,0.671,0.0199,L,L,H,"rgb(132,92,104)"
E01027990,0.6389,0.0012,A,A,H,"rgb(147,112,94)"
E01027967,0.1889,0.0145,A,A,B,"rgb(44,81,209)"
E01027972,0.6,0.0021,C,C,F,"rgb(118,124,109)"
E01027977,0.4098,0.0787,B,B,C,"rgb(83,113,160)"
E01027978,0.4031,0.0136,A,A,B,"rgb(97,73,160)"
E01027985,0.7368,0.0469,E,X,J,"rgb(144,116,104)"
E01027964,0.8292,0.0016,E,E,E,"rgb(63,198,150)"
E01027965,0.4502,0.0017,E,E,D,"rgb(16,164,209)"
E01027968,0.6635,0.0208,H,H,G,"rgb(135,186,88)"
E01027974,0.3824,0,D,D,D,"rgb(41,199,187)"
E01027976,0.4883,0.0341,C,X,E,"rgb(55,134,157)"
E01027969,0.2157,0.0032,C,C,C,"rgb(41,119,200)"
E01027975,0.3943,0.0013,D,X,D,"rgb(82,121,157)"
E01027988,0.559,0.0028,A,A,G,"rgb(122,138,115)"
E01027989,0.8312,0,G,G,G,"rgb(141,196,43)"
E01027991,0.502,0,C,C,E,"rgb(46,171,153)"
E01027992,0.882,0.001,K,K,K,"rgb(217,86,31)"
E01027949,0.1766,0.0015,B,B,B,"rgb(13,109,218)"
E01027951,0.9405,0.0015,G,G,G,"rgb(130,245,15)"
E01027953,0.6977,0.0015,G,G,G,"rgb(133,182,85)"
E01027954,0.3907,0.0132,B,B,C,"rgb(102,98,155)"
E01027973,0.7823,0.0189,F,F,F,"rgb(78,192,83)"
E01027952,0.5626,0.0035,B,B,E,"rgb(100,142,138)"
E01027955,0.1517,0.0018,B,B,B,"rgb(21,68,226)"
E01027956,0.6939,0,E,E,E,"rgb(97,207,131)"
E01027958,0.6474,0.0016,F,F,E,"rgb(61,190,120)"
E01027947,0.498,0.0163,J,X,F,"rgb(115,122,130)"
E01027948,0.5548,0.0503,L,L,F,"rgb(116,107,123)"
E01027950,0.9158,0.0185,G,G,G,"rgb(150,168,41)"
E01027957,0.7076,0,F,F,F,"rgb(69,211,102)"
E01027959,0.9594,0.2883,I,I,I,"rgb(227,132,10)"
E01027995,0.7713,0.003,H,H,G,"rgb(152,189,70)"
E01027996,0.7934,0.0137,E,E,E,"rgb(82,187,111)"
E01027997,0.694,0.0756,L,L,G,"rgb(137,118,79)"
E01027998,0.5141,0.0034,A,A,F,"rgb(106,130,126)"
E01027960,0.601,0.0051,G,G,G,"rgb(110,159,104)"
E01027961,0.6572,0.0047,H,X,G,"rgb(122,149,96)"
E01027962,0.7932,0.0014,H,H,H,"rgb(194,184,52)"
E01027963,0.7851,0.003,E,E,E,"rgb(103,181,110)"
E01027945,0.3248,0.0166,B,B,B,"rgb(74,106,174)"
E01027946,0.7277,0.0048,H,H,F,"rgb(115,191,109)"
E01027993,0.5279,0.0072,A,A,F,"rgb(97,149,128)"
E01027994,0.6547,0.033,I,I,G,"rgb(146,152,90)"
E01027929,0.8096,0.0511,L,X,J,"rgb(184,134,51)"
E01027931,0.8194,0.103,L,L,K,"rgb(187,99,47)"
E01027934,0.9646,0.0017,J,J,J,"rgb(237,159,12)"
E01027935,0.5029,0,D,D,E,"rgb(39,197,192)"
E01027936,0.9084,0,F,F,F,"rgb(85,235,26)"
E01027927,0.674,0.0192,K,K,H,"rgb(162,147,83)"
E01027928,0.1857,0.0626,B,B,B,"rgb(51,57,207)"
E01027932,0.498,0.0523,K,K,F,"rgb(120,97,128)"
E01027933,0.1195,0.0288,A,A,B,"rgb(30,64,224)"
E01027937,0.452,0.0015,B,B,B,"rgb(117,123,140)"
E01027925,0.6441,0.023,D,D,F,"rgb(96,154,117)"
E01027938,0.9801,0,I,I,I,"rgb(249,183,5)"
E01027940,1,0,G,G,G,"rgb(218,241,0)"
E01027943,0.3663,0.0162,D,D,D,"rgb(41,162,164)"
E01027944,0.6468,0,H,H,H,"rgb(142,222,104)"
E01027926,0.7304,0,F,F,F,"rgb(68,186,69)"
E01027930,0.9551,0.0778,F,F,F,"rgb(77,192,17)"
E01027939,0.933,0,F,F,F,"rgb(38,250,79)"
E01027941,1,0.0068,H,H,H,"rgb(172,234,9)"
E01027942,0.81,0.4516,L,L,K,"rgb(155,106,80)"
E01028000,0.6811,0.0292,G,G,G,"rgb(129,162,91)"
E01028024,0.8611,0.0972,K,X,H,"rgb(164,156,60)"
E01028025,0.1496,0.0293,C,C,C,"rgb(22,141,217)"
E01028026,0.6395,0.0428,C,X,E,"rgb(78,193,121)"
E01028027,0.4412,0.1744,C,C,C,"rgb(104,119,145)"
E01028028,0.9892,0.3226,L,L,G,"rgb(160,148,19)"
E01027999,0.6649,0.0467,A,A,G,"rgb(124,140,97)"
E01028005,0.6362,0.0059,A,A,G,"rgb(129,168,104)"
E01028031,0.5324,0.0036,A,A,E,"rgb(73,136,136)"
E01028032,0.643,0.0226,A,A,G,"rgb(142,124,100)"
E01028035,0.7015,0.0299,H,X,H,"rgb(159,148,83)"
E01028023,0.6021,0.0531,A,A,G,"rgb(127,116,115)"
E01028034,0.7901,0.021,G,X,G,"rgb(157,169,67)"
E01028036,0.6315,0.0338,A,A,G,"rgb(127,161,107)"
E01028001,0.9984,0.0016,G,G,G,"rgb(111,250,67)"
E01028002,0.9953,0.0016,G,G,G,"rgb(139,241,63)"
E01028003,0.6875,0.0625,D,D,F,"rgb(120,173,88)"
E01028004,0.7283,0.0313,G,G,G,"rgb(132,194,74)"
E01028029,0.4438,0.0453,C,C,D,"rgb(95,133,147)"
E01028030,0.0057,0,C,C,C,"rgb(5,132,253)"
E01028013,0.6402,0.0857,L,X,H,"rgb(141,116,105)"
E01028014,0.9732,0,E,E,G,"rgb(125,241,82)"
E01028015,0.7888,0.0573,H,H,H,"rgb(194,164,56)"
E01028016,0.8657,0,F,F,F,"rgb(104,213,56)"
E01028046,0.2187,0.0153,B,B,C,"rgb(27,128,209)"
E01028047,0.981,0.2854,J,J,K,"rgb(252,67,4)"
E01028048,1,0.0047,J,J,G,"rgb(164,185,57)"
E01028049,0.9158,0.0024,K,K,G,"rgb(129,179,60)"
E01028050,0.4277,0.0025,D,D,D,"rgb(76,164,167)"
E01028008,0.607,0,D,D,E,"rgb(103,204,133)"
E01028009,0.8155,0.0061,G,G,G,"rgb(125,211,58)"
E01028010,0.6774,0.1557,D,X,G,"rgb(137,149,87)"
E01028011,0.5327,0.0332,A,A,F,"rgb(104,123,123)"
E01028012,0.3228,0.0317,A,A,C,"rgb(66,84,177)"
E01028022,0.7403,0.0168,A,X,I,"rgb(162,105,76)"
E01028055,0.4568,0,B,X,D,"rgb(107,142,138)"
E01028056,0.571,0.1832,C,C,E,"rgb(100,109,141)"
E01028058,0.9269,0.1578,J,J,J,"rgb(214,128,24)"
E01028059,0.8914,0,J,J,J,"rgb(222,125,27)"
E01028017,0.8639,0.1452,L,L,I,"rgb(160,118,34)"
E01028018,0.8323,0.0045,H,H,H,"rgb(210,179,43)"
E01028019,0.821,0.0178,F,F,F,"rgb(46,218,71)"
E01028020,0.3363,0.0422,A,A,A,"rgb(88,36,169)"
E01028021,0.5198,0.0862,D,D,E,"rgb(120,147,127)"
E01028057,0.0921,0.0014,B,B,B,"rgb(28,54,231)"
E01028065,0.5413,0.0648,D,D,E,"rgb(104,149,141)"
E01028066,0.489,0,C,C,D,"rgb(80,177,151)"
E01028068,0.4411,0.0358,A,A,D,"rgb(107,94,142)"
E01028060,0.7794,0.0947,G,G,G,"rgb(152,172,60)"
E01028061,0.9968,0.0016,J,J,J,"rgb(254,128,0)"
E01028062,0.4282,0.0441,A,A,B,"rgb(107,67,145)"
E01028067,0.9985,0.003,E,E,E,"rgb(23,253,168)"
E01028040,0.6831,0.0022,F,F,F,"rgb(94,182,111)"
E01028041,0.4272,0.0059,A,A,E,"rgb(70,129,161)"
E01028043,0.8576,0.0031,F,F,F,"rgb(90,229,45)"
E01028063,0.7893,0.0037,I,I,I,"rgb(191,154,56)"
E01028064,0.4311,0.0353,C,C,C,"rgb(45,169,195)"
E01028006,0.515,0.0067,A,A,E,"rgb(86,136,155)"
E01028007,0.5326,0.0764,A,A,G,"rgb(127,120,126)"
E01028033,0.6134,0.0519,A,A,G,"rgb(122,142,110)"
E01028037,0.6196,0.0503,A,A,G,"rgb(143,118,101)"
E01028038,0.8467,0.0046,G,G,G,"rgb(142,216,53)"
E01028039,0.5687,0.008,A,A,H,"rgb(141,113,119)"
E01028051,1,0,I,I,I,"rgb(239,220,2)"
E01028052,0.9171,0.0014,H,H,H,"rgb(165,216,31)"
E01028053,0.9988,0.0141,G,G,G,"rgb(195,251,0)"
E01028054,0.5515,0.0017,D,D,E,"rgb(58,198,133)"
E01028042,0.6424,0.0227,D,D,E,"rgb(75,209,125)"
E01028044,0.9644,0.0606,H,H,G,"rgb(125,234,52)"
E01028045,0.4749,0,D,D,D,"rgb(7,209,167)"
E01028092,0.4057,0.0036,A,A,D,"rgb(41,138,189)"
E01028093,0.8298,0,G,G,G,"rgb(147,214,43)"
E01028107,0.807,0.0048,H,H,H,"rgb(131,210,64)"
E01028108,0.7308,0.0311,F,F,F,"rgb(67,186,71)"
E01028114,0.3842,0.0161,A,A,D,"rgb(54,107,157)"
E01028110,0.5691,0.0309,D,X,F,"rgb(112,154,117)"
E01028111,0.7269,0.0571,H,H,G,"rgb(151,190,82)"
E01028112,0.5071,0.0776,A,A,E,"rgb(89,113,127)"
E01028113,1,0,F,F,F,"rgb(68,241,34)"
E01028109,0.6141,0.0025,F,F,F,"rgb(87,161,100)"
E01028115,0.903,0.0014,G,G,G,"rgb(151,205,38)"
E01028116,0.7285,0.0995,F,F,F,"rgb(116,146,71)"
E01028117,1,0.0062,I,I,I,"rgb(243,152,0)"
E01028118,0.7478,0.0163,G,G,G,"rgb(133,174,66)"
E01028102,0.3691,0.0016,A,A,D,"rgb(47,133,163)"
E01028103,0.7651,0.0386,H,H,H,"rgb(182,165,60)"
E01028104,0.7063,0.1007,H,H,H,"rgb(158,155,77)"
E01028122,0.8575,0.0025,E,E,H,"rgb(127,204,85)"
E01028123,0.8074,0.0038,K,K,H,"rgb(179,166,58)"
E01028124,0.734,0.0042,E,E,E,"rgb(61,203,115)"
E01028087,0.8275,0.0418,F,F,G,"rgb(116,203,46)"
E01028088,0.997,0.003,H,H,H,"rgb(185,247,0)"
E01028089,0.9264,0.0072,F,F,F,"rgb(55,242,22)"
E01028090,0.5103,0,D,D,E,"rgb(36,210,158)"
E01028091,0.8171,0.0165,F,F,F,"rgb(69,233,81)"
E01028125,0.7163,0.0809,F,F,F,"rgb(97,200,87)"
E01028126,0.4322,0.0017,D,D,D,"rgb(96,161,148)"
E01028127,0.9613,0,F,F,F,"rgb(45,250,12)"
E01028134,0.1358,0.0028,B,B,C,"rgb(16,110,223)"
E01028076,0.9956,0.0015,H,H,H,"rgb(237,239,3)"
E01028077,0.186,0.0191,D,D,D,"rgb(24,174,216)"
E01028078,0.2067,0.0015,D,D,D,"rgb(33,157,213)"
E01028079,0.3861,0.0682,D,D,D,"rgb(91,145,161)"
E01028084,0.1797,0.0052,D,D,D,"rgb(22,136,214)"
E01028128,0.9191,0.0157,G,G,G,"rgb(175,226,23)"
E01028129,0.8644,0.0698,E,E,E,"rgb(65,208,135)"
E01028130,0.5551,0.0953,D,D,E,"rgb(75,164,143)"
E01028131,0.4504,0,B,B,D,"rgb(47,166,157)"
E01028132,0.7277,0.0022,E,E,E,"rgb(3,231,163)"
E01028133,0.3835,0.0288,A,A,B,"rgb(70,92,159)"
E01028073,0.5857,0.0571,H,H,G,"rgb(130,142,109)"
